segment_id,road_name,road_type,risk_category,road_risk_score,ai_risk_label,ai_risk_probability,prob_low_risk,prob_medium_risk,prob_high_risk,prob_critical_risk,ai_recommended_speed,recommended_safe_speed,road_function_score,infrastructure_score,exposure_score,human_tolerance_limit,operating_speed_score,crash_risk_score,start_km,end_km,start_lat,start_lon,end_lat,end_lon,geometry,posted_speed_limit,pedestrian_exposure_score,blackspot_flag,crash_count,fatal_crashes,schools_count,lighting_quality,roadside_hazards,intersection_density,speed_compliance_rate,speed_violation_score,hotspot_score,hotspot_category,human_segment_id,internal_id,speed_safety_score,original_safe_speed,misalignment_score,misalignment_category,speed_p85,ptw_share_pct,exposure_tier,urban_rural_flag,lane_count,median_presence,land_use_type,top_ai_factors,corridor_base,corridor_seq,congestion_index,congestion_category,congestion_smoothed,operating_speed_mean
654,Collector Rd Zone0-654,Collector,Aligned,11,Aligned,0.9805112644211559,0.9805112644211559,0.018004611660607787,0.0014702746901917184,1.3849228044721355e-05,34,34,50.0,32.9,26.2,50,82.2,0,0.0,0.372,12.980334199898452,77.59988634514744,12.978508683764206,77.60276070412782,"LINESTRING(77.599886 12.980334, 77.602761 12.978509)",40,17.7,No,0,0,0,Good,Low,3.38,1.0,0.0,22.1,Safe,SEG-00654,SEG_000000654,76.0,34,17.7,Aligned,34.3,57.2,Side Impact Potential,Urban,2,False,Commercial,Poor Infrastructure,Collector Rd Zone0-654,0,0.0,,False,28.1
655,Collector Rd Zone0-655,Collector,Aligned,11,Aligned,0.9771233585484483,0.9771233585484483,0.022265329812309914,0.0006016874476615777,9.624191580046306e-06,31,31,55.0,28.2,27.3,50,77.7,0,0.0,0.4,12.958186353782637,77.60358723708832,12.960536237058683,77.60638638597177,"LINESTRING(77.603587 12.958186, 77.606386 12.960536)",40,18.5,No,0,0,0,Good,Low,2.92,1.0,0.0,23.4,Safe,SEG-00655,SEG_000000655,74.4,31,18.7,Aligned,30.6,56.3,Side Impact Potential,Urban,4,False,Industrial,Poor Infrastructure,Collector Rd Zone0-655,0,0.0,,False,25.1
656,Collector Rd Zone0-656,Collector,Aligned,11,Aligned,0.9731912172024926,0.9731912172024926,0.026175839964237717,0.0006228235624577797,1.0119270811934539e-05,26,26,63.0,65.9,37.7,50,83.0,0,0.0,0.271,12.946507246378069,77.61526431848517,12.948604467390645,77.61399699298457,"LINESTRING(77.615264 12.946507, 77.613997 12.948604)",30,36.5,No,0,0,0,Poor,High,2.59,1.0,0.0,21.5,Safe,SEG-00656,SEG_000000656,82.7,26,17.4,Aligned,25.9,58.4,Side Impact Potential,Urban,4,True,Mixed,Meets Safe System Standards,Collector Rd Zone0-656,0,0.22,Light,False,18.7
657,Collector Rd Zone0-657,Collector,Moderate Misalignment,25,Moderate Misalignment,0.573917666467127,0.573917666467127,0.36680449434048057,0.05774218093358617,0.0015356582588062948,30,30,50.0,62.4,47.6,30,97.7,3,0.0,0.346,12.972678904897643,77.59815739815636,12.97576950051912,77.59851094289901,"LINESTRING(77.598157 12.972679, 77.598511 12.97577)",30,54.4,No,1,0,2,Good,Low,4.07,0.92,8.0,28.0,Moderate Risk,SEG-00657,SEG_000000657,77.7,30,23.7,Aligned,32.3,59.0,Significant Pedestrian Interaction,Urban,2,False,Mixed,High Pedestrian Interaction,Collector Rd Zone0-657,0,0.0,,False,28.5
658,Collector Rd Zone0-658,Collector,Aligned,11,Aligned,0.9723009640378931,0.9723009640378931,0.02653728520020025,0.0011336402540160875,2.811050789043316e-05,32,32,50.0,38.8,32.7,50,81.5,0,0.0,0.293,12.993581095896436,77.58868881141214,12.993613618686666,77.58598320180386,"LINESTRING(77.588689 12.993581, 77.585983 12.993614)",40,25.3,No,0,0,0,Poor,Medium,3.46,1.0,0.0,23.9,Safe,SEG-00658,SEG_000000658,76.2,32,19.2,Aligned,31.8,64.5,Side Impact Potential,Urban,2,False,Mixed,Meets Safe System Standards,Collector Rd Zone0-658,0,0.0,,False,27.7
659,Collector Rd Zone0-659,Collector,Aligned,11,Aligned,0.971762196367362,0.971762196367362,0.027484730115347345,0.0007179318280155793,3.514168927484992e-05,37,37,50.0,48.2,35.7,50,84.3,0,0.0,0.362,12.96580634068661,77.60620660200087,12.968544655894595,77.60440005884274,"LINESTRING(77.606207 12.965806, 77.6044 12.968545)",40,34.2,No,0,0,0,Good,High,3.28,1.0,0.0,23.6,Safe,SEG-00659,SEG_000000659,78.2,37,19.0,Aligned,37.4,61.3,Side Impact Potential,Urban,2,False,Residential,Meets Safe System Standards,Collector Rd Zone0-659,0,0.146,Light,False,29.6
660,Collector Rd Zone0-660,Collector,Moderate Misalignment,32,Moderate Misalignment,0.671893421563796,0.3026355295128784,0.671893421563796,0.024953892093733235,0.0005171568295924988,30,30,50.0,63.5,55.3,30,90.2,0,0.0,0.274,12.960815447120186,77.62911512099052,12.960948865791966,77.63163819740737,"LINESTRING(77.629115 12.960815, 77.631638 12.960949)",30,71.0,No,0,0,2,Good,High,2.71,0.92,8.0,30.6,Moderate Risk,SEG-00660,SEG_000000660,77.0,30,26.2,Moderate Misalignment,32.3,63.2,Significant Pedestrian Interaction,Urban,2,False,Commercial,High Pedestrian Interaction,Collector Rd Zone0-660,0,0.225,Light,False,23.5
661,Collector Rd Zone0-661,Collector,Aligned,11,Aligned,0.9694986116783496,0.9694986116783496,0.02880295267557435,0.0016794987987686775,1.893684730741631e-05,26,26,52.5,9.4,27.5,50,84.1,0,0.0,0.316,12.957417889400524,77.5886797300517,12.95815945509598,77.58586150540259,"LINESTRING(77.58868 12.957418, 77.585862 12.958159)",30,15.0,No,0,0,0,Good,Low,3.72,1.0,0.0,26.5,Moderate Risk,SEG-00661,SEG_000000661,69.2,26,21.2,Aligned,26.3,65.7,Side Impact Potential,Urban,3,False,Commercial,Poor Infrastructure,Collector Rd Zone0-661,0,0.2,Light,False,19.4
662,Collector Rd Zone0-662,Collector,Aligned,23,Aligned,0.6338314291687195,0.6338314291687195,0.30943793408859666,0.05671476064455947,1.5876098124432186e-05,48,36,52.5,15.3,20.6,50,97.7,0,0.0,0.369,12.947068906681062,77.54550163214643,12.94837915455729,77.54237507156915,"LINESTRING(77.545502 12.947069, 77.542375 12.948379)",40,6.4,No,0,0,0,Poor,High,3.03,0.81,19.0,26.6,Moderate Risk,SEG-00662,SEG_000000662,67.5,36,26.0,Moderate Misalignment,47.6,56.7,Side Impact Potential,Urban,3,False,Residential,Approach to Congestion (Tapered) | Poor Infrastructure,Collector Rd Zone0-662,0,0.0,,True,41.6
663,Collector Rd Zone0-663,Collector,Aligned,22,Aligned,0.6142175646546947,0.6142175646546947,0.37718796026026036,0.008587589036642604,6.8860484021278425e-06,28,25,55.0,34.1,31.5,50,51.6,0,0.3689999999999999,0.704,12.94837915455729,77.54237507156915,12.949028343125551,77.53935690433269,"LINESTRING(77.542375 12.948379, 77.539357 12.949028)",40,28.1,No,0,0,1,Poor,Low,2.59,1.0,0.0,24.2,Safe,SEG-00663,SEG_000000663,75.2,25,19.4,Aligned,28.2,57.9,Side Impact Potential,Urban,4,False,Mixed,Active Congestion | Poor Infrastructure,Collector Rd Zone0-662,1,0.733,Severe,False,7.7
664,Collector Rd Zone0-664,Collector,Aligned,14,Aligned,0.8554458822750227,0.8554458822750227,0.14320957362528172,0.0011717826286413073,0.00017276147105421756,28,28,60.5,65.9,43.7,50,87.7,0,0.0,0.256,13.005513265893033,77.58457207802144,13.003219935384893,77.58438340943417,"LINESTRING(77.584572 13.005513, 77.584383 13.00322)",30,51.8,No,0,0,1,Good,High,3.79,1.0,0.0,24.1,Safe,SEG-00664,SEG_000000664,81.5,28,19.5,Aligned,28.5,57.0,Side Impact Potential,Urban,3,True,Commercial,Meets Safe System Standards,Collector Rd Zone0-664,0,0.17,Light,False,21.8
665,Collector Rd Zone0-665,Collector,Aligned,11,Aligned,0.9738601868385381,0.9738601868385381,0.024504363043885306,0.001619857761776531,1.5592355799797888e-05,22,22,55.0,16.5,26.7,50,83.9,0,0.0,0.319,12.97698328082678,77.59605838141589,12.977054136080032,77.59899984403793,"LINESTRING(77.596058 12.976983, 77.599 12.977054)",30,19.4,No,0,0,0,Good,High,4.09,1.0,0.0,25.0,Moderate Risk,SEG-00665,SEG_000000665,71.3,22,20.0,Aligned,22.1,55.7,Side Impact Potential,Urban,4,False,Industrial,Poor Infrastructure,Collector Rd Zone0-665,0,0.0,,False,19.2
666,Collector Rd Zone0-666,Collector,Aligned,16,Aligned,0.7905925746963524,0.7905925746963524,0.20754440201457858,0.0018166547987786758,4.6368490290382885e-05,31,31,63.0,29.4,31.6,50,93.4,0,0.0,0.26,12.987636938946585,77.60005718699126,12.989420302537049,77.60160240483148,"LINESTRING(77.600057 12.987637, 77.601602 12.98942)",30,23.4,No,0,0,0,Good,Medium,3.93,0.95,5.0,25.7,Moderate Risk,SEG-00666,SEG_000000666,73.0,31,21.5,Aligned,31.4,62.0,Side Impact Potential,Urban,4,True,Mixed,Poor Infrastructure,Collector Rd Zone0-666,0,0.0,,False,25.6
667,Collector Rd Zone0-667,Collector,Aligned,13,Aligned,0.9061093968651338,0.9061093968651338,0.08979575706071766,0.0040659255738912875,2.8920500257318782e-05,23,23,55.0,32.9,44.4,50,84.7,0,0.0,0.251,12.96800377938451,77.60547419127414,12.966229994625746,77.6069021927563,"LINESTRING(77.605474 12.968004, 77.606902 12.96623)",30,47.2,No,0,0,1,Good,Low,3.86,1.0,0.0,29.8,Moderate Risk,SEG-00667,SEG_000000667,72.2,23,24.0,Aligned,23.1,68.3,Side Impact Potential,Urban,4,False,Commercial,Poor Infrastructure,Collector Rd Zone0-667,0,0.0,,False,19.8
668,Collector Rd Zone0-668,Collector,Aligned,11,Aligned,0.9644162346052306,0.9644162346052306,0.03379402145490535,0.0017697890432583998,1.995489660551926e-05,35,35,50.0,10.6,24.7,50,83.4,0,0.0,0.3,13.018234522717984,77.59497077258376,13.015535700711396,77.59482852546603,"LINESTRING(77.594971 13.018235, 77.594829 13.015536)",40,9.0,No,0,0,0,Poor,High,3.1,1.0,0.0,25.2,Moderate Risk,SEG-00668,SEG_000000668,70.1,35,20.1,Aligned,34.6,66.0,Side Impact Potential,Urban,2,False,Mixed,Poor Infrastructure,Collector Rd Zone0-668,0,0.0,,False,28.9
669,Collector Rd Zone0-669,Collector,Aligned,11,Aligned,0.9741121248425416,0.9741121248425416,0.024017622863212733,0.001827735379761923,4.2516914483680076e-05,49,49,52.5,24.7,31.3,50,82.5,0,0.0,0.287,12.994477236268771,77.55821838767925,12.994309602598806,77.56086028501511,"LINESTRING(77.558218 12.994477, 77.56086 12.99431)",50,21.6,No,0,0,0,Good,Medium,2.86,1.0,0.0,25.7,Moderate Risk,SEG-00669,SEG_000000669,72.6,49,20.6,Aligned,49.1,67.8,Side Impact Potential,Urban,3,False,Commercial,Poor Infrastructure,Collector Rd Zone0-669,0,0.161,Light,False,38.3
670,Collector Rd Zone0-670,Collector,Aligned,12,Aligned,0.9318350989167634,0.9318350989167634,0.066416767747331,0.0017312516984242135,1.6881637481405476e-05,28,28,55.0,50.6,27.5,50,92.6,0,0.0,0.258,12.976630864878535,77.63214677605627,12.975504836797436,77.6342258260223,"LINESTRING(77.632147 12.976631, 77.634226 12.975505)",30,21.2,No,0,0,0,Poor,High,3.35,1.0,0.0,19.8,Safe,SEG-00670,SEG_000000670,80.6,28,15.9,Aligned,28.1,56.1,Side Impact Potential,Urban,4,False,Industrial,Meets Safe System Standards,Collector Rd Zone0-670,0,0.0,,False,25.1
671,Collector Rd Zone0-671,Collector,Aligned,15,Aligned,0.8282312345491177,0.8282312345491177,0.16896524641626295,0.0023694214133304485,0.00043409762128902835,25,25,55.0,32.9,44.9,50,87.7,0,0.258,0.615,12.975504836797436,77.6342258260223,12.974010113696712,77.63714539937372,"LINESTRING(77.634226 12.975505, 77.637145 12.97401)",30,43.9,No,0,0,2,Good,Medium,2.7,1.0,0.0,30.0,Moderate Risk,SEG-00671,SEG_000000671,72.1,25,24.2,Aligned,24.6,65.9,Side Impact Potential,Urban,4,False,Commercial,Poor Infrastructure,Collector Rd Zone0-670,1,0.0,,False,21.8
672,Collector Rd Zone0-672,Collector,Aligned,11,Aligned,0.9569505961694762,0.9569505961694762,0.04202639861708411,0.0009841304884018616,3.887472503775952e-05,22,22,50.0,16.5,28.3,50,80.6,0,0.0,0.279,12.973254432853318,77.59660575098539,12.975442117783851,77.59534986136308,"LINESTRING(77.596606 12.973254, 77.59535 12.975442)",30,22.3,No,0,0,0,Poor,High,3.66,1.0,0.0,25.7,Moderate Risk,SEG-00672,SEG_000000672,70.9,22,20.6,Aligned,21.5,55.9,Side Impact Potential,Urban,2,False,Mixed,Poor Infrastructure,Collector Rd Zone0-672,0,0.148,Light,False,17.1
673,Collector Rd Zone0-673,Collector,Aligned,14,Aligned,0.8821877324250977,0.8821877324250977,0.11521718770728041,0.002566922880583695,2.815698703806836e-05,26,26,55.0,38.8,35.7,50,84.6,0,0.0,0.339,12.967244630257486,77.59039503630113,12.96740477634868,77.59352039701535,"LINESTRING(77.590395 12.967245, 77.59352 12.967405)",30,29.6,No,0,0,2,Poor,Low,2.86,1.0,0.0,25.2,Moderate Risk,SEG-00673,SEG_000000673,75.6,26,20.3,Aligned,26.0,66.1,Side Impact Potential,Urban,4,False,Residential,Meets Safe System Standards,Collector Rd Zone0-673,0,0.184,Light,False,19.7
674,Collector Rd Zone0-674,Collector,Aligned,17,Aligned,0.7838970260331828,0.7838970260331828,0.2056348305725646,0.010448869588376585,1.9273805876191147e-05,34,25,55.0,21.2,33.5,50,60.0,0,0.0,0.367,12.971754999953223,77.59439054636968,12.96933930938769,77.59208834474579,"LINESTRING(77.594391 12.971755, 77.592088 12.969339)",40,31.3,No,0,0,1,Good,High,2.83,1.0,0.0,27.2,Moderate Risk,SEG-00674,SEG_000000674,71.2,25,21.8,Aligned,34.2,56.9,Side Impact Potential,Urban,4,False,Commercial,Active Congestion | Poor Infrastructure,Collector Rd Zone0-674,0,0.594,Severe,False,13.4
675,Collector Rd Zone0-675,Collector,Moderate Misalignment,37,Moderate Misalignment,0.8699489028299942,0.12075316312846497,0.8699489028299942,0.009276536199628002,2.139784191294499e-05,27,27,50.0,54.1,56.2,30,75.7,0,0.0,0.398,12.983593403452868,77.58771192088153,12.980156233518224,77.5887497132321,"LINESTRING(77.587712 12.983593, 77.58875 12.980156)",40,70.1,No,0,0,1,Good,Low,3.68,1.0,0.0,37.8,Moderate Risk,SEG-00675,SEG_000000675,67.8,27,38.3,Moderate Misalignment,26.9,58.6,Significant Pedestrian Interaction,Urban,2,False,Residential,High Pedestrian Interaction | Above Human Tolerance Limit,Collector Rd Zone0-675,0,0.0,,False,23.8
676,Collector Rd Zone0-676,Collector,Moderate Misalignment,35,Moderate Misalignment,0.814584875189556,0.1772918320463436,0.814584875189556,0.006710978724902635,0.0014123140391978364,30,30,50.0,49.4,55.8,30,96.9,0,0.0,0.283,12.95328604381222,77.63560386530038,12.95406040752956,77.63311645193697,"LINESTRING(77.635604 12.953286, 77.633116 12.95406)",30,65.4,No,0,0,2,Good,High,2.9,0.88,12.0,33.8,Moderate Risk,SEG-00676,SEG_000000676,72.2,30,29.5,Moderate Misalignment,33.5,64.3,Significant Pedestrian Interaction,Urban,2,False,Commercial,High Pedestrian Interaction,Collector Rd Zone0-676,0,0.0,,False,27.9
677,Collector Rd Zone0-677,Collector,Moderate Misalignment,38,Moderate Misalignment,0.9201932486432607,0.07557449364018674,0.9201932486432607,0.0030864241878789905,0.0011458335286735348,33,33,58.0,42.4,45.4,50,97.6,0,0.0,0.253,12.986742986079223,77.60290396854377,12.988981052905972,77.60333961204712,"LINESTRING(77.602904 12.986743, 77.60334 12.988981)",30,51.7,No,0,0,1,Good,Low,3.62,0.9,10.0,30.3,Moderate Risk,SEG-00677,SEG_000000677,72.6,33,26.4,Moderate Misalignment,33.1,58.4,Side Impact Potential,Urban,2,True,Commercial,Meets Safe System Standards,Collector Rd Zone0-677,0,0.0,,False,28.4
678,Collector Rd Zone0-678,Collector,Aligned,12,Aligned,0.9475099390155809,0.9475099390155809,0.04947231597760552,0.002432534706983816,0.0005852102998298115,25,25,52.5,56.5,47.0,50,87.3,0,0.0,0.384,12.961396942805363,77.55576093835512,12.961149255207827,77.55222460479109,"LINESTRING(77.555761 12.961397, 77.552225 12.961149)",30,54.6,No,0,0,1,Good,Low,3.49,1.0,0.0,27.0,Moderate Risk,SEG-00678,SEG_000000678,78.2,25,21.9,Aligned,25.0,59.1,Side Impact Potential,Urban,3,False,Residential,Meets Safe System Standards,Collector Rd Zone0-678,0,0.0,,False,21.5
679,Collector Rd Zone0-679,Collector,Aligned,16,Aligned,0.8256735417320926,0.8256735417320926,0.16541281717279216,0.008850687090271923,6.29540048434004e-05,21,21,50.0,29.4,30.9,50,84.3,0,0.0,0.327,12.975818466595328,77.60008900414236,12.974790322724642,77.59726494091133,"LINESTRING(77.600089 12.975818, 77.597265 12.97479)",30,27.9,No,0,0,1,Poor,Medium,3.92,1.0,0.0,24.7,Safe,SEG-00679,SEG_000000679,74.0,21,19.8,Aligned,21.4,55.5,Side Impact Potential,Urban,2,False,Mixed,Poor Infrastructure,Collector Rd Zone0-679,0,0.0,,False,19.6
680,Collector Rd Zone0-680,Collector,Aligned,11,Aligned,0.9706984391374613,0.9706984391374613,0.02861727761062825,0.0006393231527413408,4.496009916883072e-05,35,35,58.0,42.4,31.4,50,88.5,0,0.0,0.27,12.97181545290253,77.59462311601612,12.974236917487858,77.59451507807772,"LINESTRING(77.594623 12.971815, 77.594515 12.974237)",40,19.8,No,0,0,0,Poor,Low,3.68,1.0,0.0,22.8,Safe,SEG-00680,SEG_000000680,77.5,35,18.3,Aligned,35.0,67.2,Side Impact Potential,Urban,2,True,Residential,Meets Safe System Standards,Collector Rd Zone0-680,0,0.0,,False,32.3
681,Collector Rd Zone0-681,Collector,Moderate Misalignment,25,Moderate Misalignment,0.5022167856752051,0.5022167856752051,0.4936731982088584,0.004026310269200672,8.37058467357619e-05,33,33,50.0,58.8,31.8,50,99.2,0,0.0,0.258,12.92523757009692,77.58358797461356,12.9235639751669,77.58193842828283,"LINESTRING(77.583588 12.925238, 77.581938 12.923564)",30,27.3,No,0,0,0,Good,Medium,3.48,0.91,9.0,21.6,Safe,SEG-00681,SEG_000000681,80.3,33,19.1,Aligned,32.7,56.6,Side Impact Potential,Urban,2,False,Residential,Meets Safe System Standards,Collector Rd Zone0-681,0,0.0,,False,29.5
682,Collector Rd Zone0-682,Collector,Moderate Misalignment,32,Moderate Misalignment,0.733913591145958,0.26249940269417904,0.733913591145958,0.0035575538525643756,2.9452307298546254e-05,50,50,50.0,15.3,26.0,50,96.5,0,0.0,0.34,12.963371074325602,77.58059955740029,12.964947892150317,77.57791170192101,"LINESTRING(77.5806 12.963371, 77.577912 12.964948)",40,13.3,No,0,0,0,Good,Medium,3.58,0.76,24.0,30.0,Moderate Risk,SEG-00682,SEG_000000682,65.1,50,30.0,Moderate Misalignment,49.7,63.7,Side Impact Potential,Urban,2,False,Commercial,Poor Infrastructure,Collector Rd Zone0-682,0,0.181,Light,False,37.7
750,Collector Rd Zone1-750,Collector,Moderate Misalignment,34,Moderate Misalignment,0.790507553929207,0.1991814679315289,0.790507553929207,0.009190553258390605,0.0011204248808734843,46,46,50.0,30.6,32.0,50,99.4,0,0.0,0.326,12.965826460365845,77.51747596464618,12.96568915459258,77.52048306102844,"LINESTRING(77.517476 12.965826, 77.520483 12.965689)",40,26.1,No,0,0,1,Good,Low,2.49,0.84,16.0,28.2,Moderate Risk,SEG-00750,SEG_000000750,70.2,46,26.6,Moderate Misalignment,46.3,58.2,Side Impact Potential,Urban,2,False,Mixed,Poor Infrastructure,Collector Rd Zone1-750,0,0.0,,False,40.4
751,Collector Rd Zone1-751,Collector,Moderate Misalignment,32,Moderate Misalignment,0.7239108350645077,0.2690590018488596,0.7239108350645077,0.004779435321771729,0.0022507277648609386,33,33,63.0,31.8,38.2,50,91.0,0,0.0,0.363,12.918167742176117,77.65455231661527,12.918796407340784,77.65784302884201,"LINESTRING(77.654552 12.918168, 77.657843 12.918796)",30,37.0,No,0,0,1,Good,Low,3.15,0.89,11.0,29.1,Moderate Risk,SEG-00751,SEG_000000751,71.1,33,25.5,Moderate Misalignment,33.3,63.1,Side Impact Potential,Urban,4,True,Mixed,Poor Infrastructure,Collector Rd Zone1-751,0,0.223,Light,False,24.0
752,Collector Rd Zone1-752,Collector,Aligned,11,Aligned,0.9800807317350798,0.9800807317350798,0.01936969343199867,0.000382900386854533,0.00016667444606688887,28,28,55.0,47.1,37.2,50,87.1,0,0.0,0.31,12.997824777847462,77.64849343476095,12.999086346245576,77.65104797396297,"LINESTRING(77.648493 12.997825, 77.651048 12.999086)",30,34.0,No,0,0,0,Good,Low,3.44,1.0,0.0,24.4,Safe,SEG-00752,SEG_000000752,77.6,28,19.7,Aligned,27.6,65.4,Side Impact Potential,Urban,4,False,Residential,Meets Safe System Standards,Collector Rd Zone1-752,0,0.156,Light,False,21.4
753,Collector Rd Zone1-753,Collector,Aligned,13,Aligned,0.9163682469314107,0.9163682469314107,0.08224362092063967,0.001380373958346249,7.758189603408399e-06,44,44,55.0,24.7,33.4,50,77.2,0,0.3099999999999999,0.581,12.999086346245576,77.65104797396297,12.999510353554424,77.65351134961152,"LINESTRING(77.651048 12.999086, 77.653511 12.99951)",50,25.8,No,0,0,1,Good,Low,2.76,1.0,0.0,26.5,Moderate Risk,SEG-00753,SEG_000000753,72.2,44,21.3,Aligned,43.7,66.5,Side Impact Potential,Urban,4,False,Commercial,Poor Infrastructure,Collector Rd Zone1-752,1,0.133,Light,False,34.8
754,Collector Rd Zone1-754,Collector,Moderate Misalignment,38,Moderate Misalignment,0.9132772075147443,0.08366496096212289,0.9132772075147443,0.002471161272789293,0.000586670250343662,37,37,50.0,24.7,38.4,50,98.4,0,0.0,0.382,12.910356289377676,77.6446797822506,12.912784215785466,77.64219091102525,"LINESTRING(77.64468 12.910356, 77.642191 12.912784)",30,33.9,No,0,0,1,Good,High,3.17,0.76,24.0,32.4,Moderate Risk,SEG-00754,SEG_000000754,66.6,37,30.6,Moderate Misalignment,37.3,63.6,Side Impact Potential,Urban,2,False,Residential,Poor Infrastructure,Collector Rd Zone1-754,0,0.0,,False,31.1
755,Collector Rd Zone1-755,Collector,Aligned,22,Aligned,0.5962426626381742,0.5962426626381742,0.40300279314356274,0.0006776451061148251,7.68991121483852e-05,50,50,55.0,14.1,29.8,50,87.9,0,0.3819999999999999,0.6659999999999999,12.912784215785466,77.64219091102525,12.914227160034477,77.6400325949498,"LINESTRING(77.642191 12.912784, 77.640033 12.914227)",40,18.0,No,0,0,0,Good,Medium,2.65,0.68,32.0,33.3,Moderate Risk,SEG-00755,SEG_000000755,62.1,50,34.5,Moderate Misalignment,52.6,68.4,Side Impact Potential,Urban,4,False,Mixed,Poor Infrastructure,Collector Rd Zone1-754,1,0.0,,False,48.1
756,Collector Rd Zone1-756,Collector,Aligned,11,Aligned,0.951250457617048,0.951250457617048,0.048047644716773995,0.0006742825522906205,2.7615113887525816e-05,34,34,52.5,41.2,32.5,50,89.0,0,0.0,0.375,12.964922716953376,77.52342417408786,12.961840207351338,77.52202166789561,"LINESTRING(77.523424 12.964923, 77.522022 12.96184)",40,25.2,No,0,0,0,Good,Low,2.78,1.0,0.0,23.4,Safe,SEG-00756,SEG_000000756,77.0,34,18.8,Aligned,34.1,63.2,Side Impact Potential,Urban,3,False,Commercial,Meets Safe System Standards,Collector Rd Zone1-756,0,0.0,,False,32.7
757,Collector Rd Zone1-757,Collector,Aligned,11,Aligned,0.973768997843014,0.973768997843014,0.025510045997221183,0.0006758074792927824,4.514868047194527e-05,35,35,60.5,25.9,27.9,50,69.4,0,0.0,0.29,13.024432750752093,77.61201246165297,13.022341276854483,77.61042078402927,"LINESTRING(77.612012 13.024433, 77.610421 13.022341)",50,14.7,No,0,0,0,Poor,High,3.06,1.0,0.0,24.0,Safe,SEG-00757,SEG_000000757,73.7,35,19.2,Aligned,34.6,67.3,Side Impact Potential,Urban,3,True,Mixed,Poor Infrastructure,Collector Rd Zone1-757,0,0.0,,False,29.6
758,Collector Rd Zone1-758,Collector,Moderate Misalignment,28,Moderate Misalignment,0.6077581731413758,0.38871489065665216,0.6077581731413758,0.003502617359495039,2.4318842477073696e-05,34,34,52.5,25.9,23.0,50,99.0,0,0.0,0.291,13.015594199474029,77.50817018197904,13.013167468228213,77.50716200541088,"LINESTRING(77.50817 13.015594, 77.507162 13.013167)",30,11.0,No,0,0,0,Good,Low,2.3,0.87,13.0,23.9,Safe,SEG-00758,SEG_000000758,72.3,34,21.5,Aligned,33.8,56.6,Side Impact Potential,Urban,3,False,Residential,Poor Infrastructure,Collector Rd Zone1-758,0,0.0,,False,29.4
759,Collector Rd Zone1-759,Collector,Aligned,19,Aligned,0.7083605510168081,0.7083605510168081,0.29009317104753735,0.0015285443588624516,1.7733576792135238e-05,34,25,52.5,18.8,25.3,50,57.3,0,0.0,0.251,12.90621801784556,77.56601756318969,12.905215764695749,77.56394613230393,"LINESTRING(77.566018 12.906218, 77.563946 12.905216)",40,10.5,No,0,0,0,Poor,High,2.56,1.0,0.0,24.1,Safe,SEG-00759,SEG_000000759,72.2,25,19.3,Aligned,34.3,64.7,Side Impact Potential,Urban,3,False,Commercial,Active Congestion | Poor Infrastructure,Collector Rd Zone1-759,0,0.674,Severe,False,11.5
760,Collector Rd Zone1-760,Collector,Moderate Misalignment,27,Moderate Misalignment,0.5556058522646475,0.4363335192918682,0.5556058522646475,0.005479994108773844,0.0025806343347103784,31,31,55.0,29.4,38.0,50,92.0,0,0.0,0.321,12.90949292310104,77.51104478940393,12.910852634244376,77.51365861585226,"LINESTRING(77.511045 12.909493, 77.513659 12.910853)",30,38.0,No,0,0,1,Poor,High,2.28,0.96,4.0,28.3,Moderate Risk,SEG-00760,SEG_000000760,71.8,31,23.4,Aligned,31.1,62.3,Side Impact Potential,Urban,4,False,Residential,Poor Infrastructure,Collector Rd Zone1-760,0,0.133,Light,False,24.7
761,Collector Rd Zone1-761,Collector,Moderate Misalignment,39,Moderate Misalignment,0.9570821311256935,0.038692503096010314,0.9570821311256935,0.003752167276979879,0.00047319850131640455,30,30,55.0,44.7,50.6,30,98.7,0,0.3209999999999999,0.712,12.910852634244376,77.51365861585226,12.91255296504166,77.51681731054795,"LINESTRING(77.513659 12.910853, 77.516817 12.912553)",40,59.9,No,0,0,1,Good,Medium,2.3,0.91,9.0,38.9,Moderate Risk,SEG-00761,SEG_000000761,64.1,30,41.4,Moderate Misalignment,43.7,58.2,Significant Pedestrian Interaction,Urban,4,False,Commercial,High Pedestrian Interaction | Above Human Tolerance Limit,Collector Rd Zone1-760,1,0.0,,False,39.2
762,Collector Rd Zone1-762,Collector,Aligned,14,Aligned,0.8734321777459761,0.8734321777459761,0.12484177300894957,0.0017164024565261198,9.646788548111249e-06,29,29,50.0,20.0,34.7,50,77.5,0,0.0,0.283,12.91522460077507,77.56000708318905,12.916078211768228,77.56246370383647,"LINESTRING(77.560007 12.915225, 77.562464 12.916078)",40,34.5,No,0,0,1,Good,High,2.9,1.0,0.0,27.9,Moderate Risk,SEG-00762,SEG_000000762,70.6,29,22.4,Aligned,28.8,58.1,Side Impact Potential,Urban,2,False,Commercial,Poor Infrastructure,Collector Rd Zone1-762,0,0.0,,False,25.0
